protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,025h_A,0.5h_A,1h_A,2h_A,4h_A,8h_A,20h_A,28h_A,0h_B,025h_B,0.5h_B,1h_B,2h_B,4h_B,8h_B,20h_B,28h_B,0h_C,025h_C,0.5h_C,1h_C,2h_C,4h_C,8h_C,20h_C,28h_C
Tb927.8.4900,,,,,,,,none,,Tb927.8.4900;Tb11.v5.0862,"hypothetical protein, conserved;hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.4910,,,,,,,,none,,Tb927.8.4910,"hypothetical protein, conserved",0,GO:0005930|axoneme,,,,,,,0.536193335,,,,,0.666467848,,,,0.53964305,,,,,0.699485711,,,,,,
Tb927.8.4930,0.965918678,,28.0951951,,1.13E-09,,19.452534,10,0.0152418,Tb927.8.4930,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,,,,0.96560302,0.932707705,0.839578242,0.741818292,0.471956496,0.345231851,,,,,,,0.751305245,0.499327179,0.323041131,,0.92070516,0.918520019,0.921267544,0.86872336,0.785806722,0.664508329,,0.364148352
Tb927.8.4940,0.859414167,0.027313289,16.46213302,1.943447293,0.065376864,0.043055368,12.68913993,4,0.060040004,Tb927.8.4940,"hypothetical protein, conserved",1,GO:0005737|cytoplasm; GO:0020016|ciliary pocket,,,0.592114583,,0.809625348,0.756272876,0.558147029,0.322052796,0.241099485,,,,,0.872254415,0.707241068,0.591487129,0.297157888,0.204470725,,0.506791984,0.914344158,,0.825052125,0.712289763,0.597176752,0.32410487,0.239323403
Tb927.8.4950,0.888115185,0.281347592,18.67271546,11.56444949,5.30E-10,0.075167607,12.92136878,4,0.059681763,Tb927.8.4950,Kinesin Localized to the Ingressing Furrow,1,GO:0020016|ciliary pocket; GO:0008017|microtubule binding; GO:0005871|kinesin complex; GO:0000910|cytokinesis; GO:0032154|cleavage furrow; GO:0003774|motor activity; GO:0007018|microtubule-based movement; GO:0003777|microtubule motor activity; GO:0005524|ATP binding; GO:0005875|microtubule associated complex; GO:0030863|cortical cytoskeleton; GO:0000902|cell morphogenesis; GO:0051301|cell division; GO:0005737|cytoplasm,0.812737932,,,0.93656024,0.908910322,0.776960784,0.611756168,0.218298943,0.128414724,0.93742406,0.828284533,0.775222031,0.928339803,0.842718151,0.77605794,0.620451559,0.241645431,0.153841492,0.969144905,0.844312301,,0.882855574,0.882058325,0.753280801,0.650563308,0.259204616,0.109759503
Tb927.8.5020,0.93160091,,24.05507908,,4.39E-10,,16.65213895,9,0.005406379,Tb927.8.5020,"hypothetical protein, conserved",1,GO:0005515|protein binding,,,,,0.862063396,0.8648153,0.711907663,0.40018235,0.29818336,,,,0.968362047,,0.749336283,0.513869076,0.414840529,0.26712554,,,,,0.852128374,0.772792136,,,
Tb927.8.5030,0.79705003,0.074556133,16.20836051,3.022335487,0.146209255,0.076090577,14.49156491,6,0.018758404,Tb927.8.5030,"transport protein particle (TRAPP) component, Bet3, putative",1,GO:0006888|endoplasmic reticulum to Golgi vesicle-mediated transport; GO:0097014|ciliary plasm; GO:0016021|integral component of membrane; GO:0010608|posttranscriptional regulation of gene expression; GO:0048193|Golgi vesicle transport; GO:0030008|TRAPP complex; GO:0005737|cytoplasm,0.949378495,0.926453985,0.923052462,0.891769226,0.851541981,0.718111364,0.605426204,0.373861213,0.257652519,,0.919487795,0.918458942,0.940009226,0.884472287,0.776409127,0.640271905,0.367914434,0.316103815,0.936204531,0.929234809,0.926454884,0.964679259,0.91399314,0.745659126,0.597889845,0.40882525,0.281501321
Tb927.8.5040,,,,,,,,none,,Tb927.8.5040,"EMG1/NEP1 methyltransferase, putative",0,GO:0008168|methyltransferase activity; GO:0005634|nucleus,,,,,,0.711555425,0.553695201,0.295139067,0.268831932,,,,,,0.754944955,,0.273021201,,,,,,,0.724877091,0.582834555,0.316039527,0.215620159
Tb927.8.5060,,,,,,,,none,,Tb927.8.5060,ADP-ribosylation factor-like protein 6,0,GO:0036064|ciliary basal body; GO:0007264|small GTPase mediated signal transduction; GO:0097014|ciliary plasm; GO:0015631|tubulin binding; GO:0019003|GDP binding; GO:0005622|intracellular; GO:0005654|nucleoplasm; GO:0005737|cytoplasm; GO:0005525|GTP binding,,,,,,,0.718638979,0.38199641,,,,,,,,,,0.343918147,,,,,,0.882965151,,0.395973154,0.261195651
Tb927.8.5070,0.895161641,0.285441212,18.59566546,9.24802185,0.060508569,0.29508686,14.16725993,6,0.023625118,Tb927.8.5070,"hypothetical protein, conserved",1,none,,,,,0.884847046,0.763211789,0.64923926,0.400285911,0.298503665,0.939364435,0.983833749,0.892791018,0.949462779,0.892957487,0.771887454,0.610103633,0.275158491,0.25555988,,0.92220599,0.902806861,0.924702265,0.892638843,0.752016432,0.625515828,0.40115,0.301526865
Tb927.8.5090,0.803166685,0.039897929,10.64973208,1.448925181,0.183677156,0.042540292,10.11755779,2,0.015420705,Tb927.8.5090;Tb11.v5.0723,"DNA-directed RNA polymerase I largest subunit;DNA-directed rna polymerase I largest subunit, putative",1,"GO:0005634|nucleus; GO:0006351|transcription, DNA-templated; GO:0003677|DNA binding; GO:0003899|DNA-directed 5'-3' RNA polymerase activity",,,,,0.869742677,0.685559791,0.553547859,0.339138875,0.217017877,,,,0.93010682,0.866971814,0.709239371,0.571776675,0.296078614,0.241699789,,,,,0.845281463,0.717575378,0.559391846,0.305833371,0.251328498
Tb927.8.5100,,,,,,,,none,,Tb927.8.5100,"hypothetical protein, conserved",0,GO:0005739|mitochondrion,,,,,0.909044474,0.76176345,0.540859604,0.373955795,0.374949241,,,,,,0.749692132,,0.293960154,,,,,,,0.788381743,,0.316857579,0.266941022
Tb927.8.5110,,,,,,,,none,,Tb927.8.5110,"hypothetical protein, conserved",0,none,,,,,0.438609695,,0.119926476,,0.337962497,,,,0.627085971,0.461073642,,,,,,,,,,,,,
Tb927.8.5120,0.813633527,0.041104378,15.97646693,1.546230878,0.133647092,0.042459552,13.91366,6,0.014113432,Tb927.8.5120,cytochrome c,1,GO:0031981|nuclear lumen; GO:0009055|electron transfer activity; GO:0097014|ciliary plasm; GO:0009060|aerobic respiration; GO:0020037|heme binding; GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.947541283,0.931389752,0.930669085,0.918827343,0.899697091,0.784874529,0.604728888,0.370113278,0.277182969,0.939143454,,0.939567159,0.916243913,0.868585997,0.789813051,0.609836511,0.337928295,0.269812972,0.952720038,0.924869049,0.924193055,0.863219919,0.890164772,0.778071711,0.618900295,0.38416629,0.286320139
Tb927.8.5130,,,,,,,,none,,Tb927.8.5130,Present in the outer mitochondrial membrane proteome 41,0,GO:0005739|mitochondrion; GO:0005741|mitochondrial outer membrane,,,,,,,0.718781643,0.523864269,,,,,,,,,0.399197365,,,,,,,,0.640214189,,
Tb927.8.5140,,,,,,,,none,,Tb927.8.5140,"diacylglycerol kinase, putative",0,GO:0016301|kinase activity; GO:0005829|cytosol; GO:0007205|protein kinase C-activating G protein-coupled receptor signaling pathway; GO:0005739|mitochondrion; GO:0004143|diacylglycerol kinase activity; GO:0019395|fatty acid oxidation,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.5150,,,,,,,,none,,Tb927.8.5150,"hypothetical protein, conserved",0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tb927.8.5170,,,,,,,,none,,Tb927.8.5170,"hypothetical protein, conserved",0,none,,,,,,,0.715809918,0.433394595,,,,,,,,,0.440581542,0.30388852,,,,,,,,,0.263226601
Tb927.8.5180,,,,,,,,none,,Tb927.8.5180,U6 snRNA-associated sm-like protein Lsm2,0,"GO:0005634|nucleus; GO:0005688|U6 snRNP; GO:0008380|RNA splicing; GO:0000365|mRNA trans splicing, via spliceosome",,,,,0.858230475,,,,0.321745363,,,,,,0.665976228,0.721785147,0.389959406,,,,,,,,0.617083443,0.407365575,0.232618803
Tb927.8.5200,0.863096202,0.028997043,14.98528795,1.186834463,0.113767732,0.03446755,12.47919127,none,0.148973827,Tb927.8.5200,"Mitochondrial SSU ribosomal protein, putative",0,GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,0.221276569,,0.886352873,0.931912058,0.795354417,0.624455405,0.340168275,0.261611686,,,,0.922502897,0.847286042,0.782429358,0.621594044,0.358143158,0.229614633,,0.918187902,0.90957513,0.900904718,0.901058075,0.776216297,0.616978204,0.324340293,0.255877826
Tb927.8.5220,1.047718313,,13.30256812,,2.14E-09,,9.19906631,2,0.061716622,Tb927.8.5220,"hypothetical protein, conserved",1,GO:0005739|mitochondrion,,,,,0.859863263,0.774120654,0.567931979,0.228297347,,,,,,,,0.535664276,0.247765668,0.104403906,,,,,0.671692289,0.777227085,0.643422741,0.205274079,0.189088324
Tb927.8.5230,0.931086761,0.071468717,23.52124189,2.639430321,2.58E-08,0.047823221,16.28211184,8,0.078949457,Tb927.8.5230,"peptidyl-prolyl cis-trans isomerase, putative",1,GO:0003755|peptidyl-prolyl cis-trans isomerase activity; GO:0005930|axoneme; GO:0000413|protein peptidyl-prolyl isomerization; GO:0006457|protein folding; GO:0005737|cytoplasm,,,,,0.840933192,0.864452518,0.669978339,0.400863694,0.273650838,0.479764386,,0.918842078,0.810994022,0.843990112,0.78211775,0.662198094,0.386348495,0.295717978,,,0.90629263,0.563000769,0.807680535,0.783228014,0.663141413,0.378366263,0.321569304
Tb927.8.5240,0.801208444,0.043039402,12.06407967,1.800013704,0.189502093,0.05102207,11.58793161,3,0.017465449,Tb927.8.5240,"Domain of unknown function DUF221, putative",1,GO:0016020|membrane,,,,0.970496927,0.871463217,0.760291397,0.652943019,0.338091578,0.275962028,,,,,0.853434352,0.801673442,0.607991564,0.378947451,0.213869606,0.987881802,0.961353111,0.960453067,,0.893775478,0.709525948,0.591841378,0.366137212,0.215780205
Tb927.8.5250,0.933132407,0.122531786,23.15939528,4.965784373,0.013834348,0.129560316,16.37675849,8,0.015728199,Tb927.8.5250,"delta-coat protein, putative",1,GO:0005737|cytoplasm; GO:0020016|ciliary pocket; GO:0006886|intracellular protein transport; GO:0005794|Golgi apparatus,,,,0.907973412,0.863570045,0.753228155,0.665930129,0.392587271,0.252618719,,,0.917534624,0.969171448,0.851681554,0.810971974,0.667791244,0.340498579,0.330101787,0.945968938,0.926268469,,0.939749784,0.877229357,0.789458145,0.687353152,0.442180604,0.301901758
Tb927.8.5280,0.997019095,,21.11756212,,3.89E-10,,14.61600735,6,0.069313054,Tb927.8.5280,mitochondrial ribosomal protein s34,1,GO:0003735|structural constituent of ribosome; GO:0005739|mitochondrion; GO:0005763|mitochondrial small ribosomal subunit,,,,,0.899657608,0.722309307,0.590865228,0.349156668,0.291697728,,,,,,,0.679438906,0.419720638,0.213647683,,,,,0.637265456,,0.686126357,0.384096903,0.270287545
Tb927.8.5290,1.016904044,0.420921216,24.39244471,26.36046507,4.52E-09,0.139211817,16.88598308,9,0.029021203,Tb927.8.5290,"WW domain containing protein, putative",1,GO:0005515|protein binding,,,,,,0.794763707,,0.419863533,0.314227642,,,,,,0.843890781,0.736825204,0.357936983,0.333749595,,,,,0.933708147,0.874425762,0.792842454,0.442962282,
Tb927.8.5300,0.989761822,,22.29166523,,1.17E-09,,15.42983362,7,0.038650487,Tb927.8.5300,"hypothetical protein, conserved",1,none,,,,0.889391881,,0.872319104,0.701736155,0.436848584,0.260491892,,,,,,,0.723171865,0.388852365,,,,,,,0.772928537,0.648418763,0.41793811,0.15086061
Tb927.8.5310,0.680541741,0.003429941,7.462027928,0.058949307,0.110791559,0.000955605,6.471118896,1,0.001172676,Tb927.8.5310,"Polyketide cyclase / dehydrase and lipid transport, putative",1,none,,,,,0.475791577,0.540730767,0.374647092,0.175721281,,,,,,,0.388818382,0.335068453,,0.086350152,0.926432769,,0.916663253,0.855387198,0.790847005,0.593559823,0.35241722,0.139144722,
Tb927.8.5320,,,,,,,,none,,Tb927.8.5320,"hypothetical protein, conserved",0,none,,,,,,0.937677422,,,,,,,,,,,,,,,,,,,,0.463049359,
Tb927.8.5330,0.9165942,0.033900211,23.35363006,1.245188393,0.026989418,0.034535651,16.86298409,9,0.044697261,Tb927.8.5330,"tyrosyl/methionyl-tRNA synthetase, putative",1,GO:0043039|tRNA aminoacylation; GO:0005737|cytoplasm; GO:0000049|tRNA binding,0.941089095,0.925329064,0.925492442,0.912227695,0.870105082,0.808935529,0.650412819,0.424847018,0.316087043,,0.67240625,,0.628019059,0.868199595,0.769323654,0.694023615,0.406894452,0.329391821,,0.935649043,0.92251424,0.909957929,0.867201867,0.822532654,0.659341041,0.384379653,0.287216788
Tb927.8.5370,0.940395195,,22.8131393,,7.51E-10,,15.7912919,8,0.007989441,Tb927.8.5370,"hypothetical protein, conserved",1,GO:0010608|posttranscriptional regulation of gene expression,,,,,0.856700859,0.747942689,0.649532324,0.459808746,0.272110983,,,,,,0.748012536,0.662433488,0.368376371,0.287525192,,,,0.920294044,0.865992701,0.843103247,0.662043653,0.390991711,0.261674871
Tb927.8.5380,0.871176205,0.015077551,16.76671723,1.015273885,0.144780521,0.020258401,14.64191562,6,0.035651143,Tb927.8.5380,"ubiquitin fold modifier protein, putative",1,GO:0005739|mitochondrion; GO:0032446|protein modification by small protein conjugation,0.953395868,0.954236869,0.988424479,0.970455866,0.934361173,0.787631257,0.690077926,0.407836425,0.308591708,,0.852198718,0.960060434,0.953492283,0.926349528,0.833287016,0.686322992,0.388335472,0.310920616,0.977911472,0.936430158,0.97652084,0.960858777,0.927246325,0.797079526,0.68254859,0.417728412,0.307228454
Tb927.8.5390,,,,,,,,none,,Tb927.8.5390,"cdc2-related protein kinase 4, putative",0,GO:0000278|mitotic cell cycle; GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,,,,,,,,,,,,0.032872085,,,0.677480225,,,,,,,,,,,,
Tb927.8.540,,,,,,,,none,,Tb927.8.540,"N-terminal region of Chorein, a TM vesicle-mediated sorter, putative",0,none,,,,,,,,,,,,,,,,,0.473961192,,,,,,,0.894335046,0.644995696,0.562204388,0.366592149
Tb927.8.5400,0.886696415,0.115105795,16.92543622,6.322290466,0.042497497,0.154251474,12.54000314,4,0.029146826,Tb927.8.5400,"hypothetical protein, conserved",1,none,,,,,0.910743949,0.734182801,0.630996162,0.31570122,0.225691102,,,,,,0.72058691,0.611191466,0.313829682,,,,,,0.876077113,0.731868942,0.597798813,0.313928642,0.199516339
Tb927.8.5410,,,,,,,,none,,Tb927.8.5410,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,,,,,,,0.188210074,,,,,,,0.633870705,0.247346261,0.153765331,,,,,,,0.64285121,0.363656098,
Tb927.8.5420,,,,,,,,none,,Tb927.8.5420,"methyltransferase domain containing protein, putative",0,GO:0016021|integral component of membrane; GO:0005739|mitochondrion,,,,,,,,0.329382248,0.260918661,,,,,,0.808887549,,0.35402516,,,,,,,,0.628866166,0.25982787,0.27174362
Tb927.8.5430,,,,,,,,none,,Tb927.8.5430,"Snf7, putative",0,GO:0007034|vacuolar transport; GO:0016192|vesicle-mediated transport,,,0.920994114,,,,0.343832331,,0.191331906,,,,,,,0.55521084,0.206304813,0.190002247,,,,,0.868994812,,0.504840506,,
Tb927.8.5460,,,,,,,,none,,Tb927.8.5460;Tb11.v5.0797;Tb927.8.5465;Tb927.8.5440;Tb11.v5.0798,Flagellar calcium-binding 44 kDa protein;flagellar calcium-binding protein;flagellar calcium-binding 24 kDa protein;flagellar calcium-binding 24 kDa protein;flagellar calcium-binding protein,0,GO:0005509|calcium ion binding; GO:0097014|ciliary plasm; GO:0031514|motile cilium; GO:0060285|cilium-dependent cell motility; GO:0006816|calcium ion transport; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,,,0.457240794,
Tb927.8.5490,0.857503408,0.060282249,5.542188582,0.869758408,0.268419828,0.024550228,5.889150484,1,0.02392656,Tb927.8.5490,"Nucleolar protein,Nop52, putative",1,"GO:0030688|preribosome, small subunit precursor; GO:0006364|rRNA processing; GO:0005634|nucleus; GO:0005730|nucleolus; GO:0005737|cytoplasm",,,,0.953253446,0.862412875,0.662950983,,0.322356878,0.280203846,,,,,0.905992155,0.697497259,0.534858777,0.2971554,0.23702335,,,,,0.857333713,0.666975295,0.463513177,0.277109187,0.175785445
Tb927.8.550,0.682990423,0.101282196,16.79261586,5.179739987,0.204474739,0.110031502,17.58178635,10,0.02632028,Tb927.8.550,"peptide methionine sulfoxide reductase, putative",1,GO:0008113|peptide-methionine (S)-S-oxide reductase activity; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0006464|cellular protein modification process; GO:0005737|cytoplasm; GO:0055114|oxidation-reduction process,0.909689125,,0.882402827,,0.780996287,0.675349439,0.686851136,0.398162328,0.310035211,0.942077191,,0.919450055,0.901539461,0.79706156,0.725426883,0.65174083,0.433431717,0.319506935,0.954932384,0.873251282,0.874737281,0.86147974,0.779315471,0.751541036,0.632882479,0.405133858,0.35146614
Tb927.8.5510,,,,,,,,none,,Tb927.8.5510,"apurinic/apyrimidinic endonuclease, putative",0,GO:0006281|DNA repair; GO:0005634|nucleus; GO:0004518|nuclease activity,,,,,,,0.614377699,,0.275398503,,,,,,,0.611354993,0.370215225,0.271517459,,,,,,0.857612212,0.672814788,0.344206188,0.279934765
Tb927.8.5520,0.826530709,0.0305748,15.55927457,1.401629169,0.208044163,0.034614432,15.26586481,7,0.005698093,Tb927.8.5520,"hypothetical protein, conserved",1,GO:0005634|nucleus,,,,,,,,0.397878111,,,,,0.963814005,0.936144246,0.846918149,0.697341188,,0.354939771,,,,,0.933761098,0.825338119,0.712566159,,0.333644318
Tb927.8.5530,0.719873806,0.026075503,10.53966746,2.743831237,0.22708211,0.041974361,11.2665969,3,0.010973972,Tb927.8.5530,"COP9 signalosome complex subunit 5, putative",1,GO:0005515|protein binding; GO:0008180|COP9 signalosome,,,,,0.840292494,,,,0.264479056,,,,0.903937561,0.820404121,0.709977087,0.633557702,0.337436098,0.282432717,,,,,0.855352654,0.721664615,,0.360188794,0.273901468
Tb927.8.5540,,,,,,,,none,,Tb927.8.5540,Iron-sulfur assembly protein 1,0,GO:0005198|structural molecule activity; GO:0097428|protein maturation by iron-sulfur cluster transfer; GO:0051536|iron-sulfur cluster binding; GO:0005739|mitochondrion; GO:2000377|regulation of reactive oxygen species metabolic process; GO:0044572|[4Fe-4S] cluster assembly,,,,,,0.670561975,,,,,,,,,,0.552531472,,,,,,,,,0.69227532,,
Tb927.8.5560,,,,,,,,none,,Tb927.8.5560,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative",0,GO:0005739|mitochondrion,,,,,,,0.661776409,,0.256553061,,,,,,,,0.379777577,0.241648971,,,,,,,,0.403797553,0.285701853
Tb927.8.5570,,,,,,,,none,,Tb927.8.5570,"transporter, putative",0,GO:0055085|transmembrane transport; GO:0016021|integral component of membrane; GO:0005215|transporter activity,,,,,,,,,,,,,,,,0.555093233,,0.28561138,,,,,0.878368231,,0.647723669,,0.268064222
Tb927.8.5580,0.9288609,0.179956097,24.78216154,9.684127049,8.25E-13,0.000724563,17.15611409,9,0.02392071,Tb927.8.5580,"N-terminal region of Chorein, a TM vesicle-mediated sorter/Integral peroxisomal membrane peroxin, putative",1,GO:0016021|integral component of membrane; GO:0005739|mitochondrion; GO:0005737|cytoplasm,,,,0.892930819,0.878023917,0.83030896,0.697361665,0.401765745,0.295403449,,,,0.883152217,0.858497835,0.750194692,0.72182401,0.311969775,0.300685355,,,0.286671743,0.86470434,0.915203745,0.791382802,0.682994948,0.406948357,0.303241464
Tb927.8.5590,,,,,,,,none,,Tb927.8.5590,"SH3-binding, glutamic acid-rich protein, putative",0,GO:0031981|nuclear lumen; GO:0045454|cell redox homeostasis; GO:0097014|ciliary plasm; GO:0009055|electron transfer activity; GO:0015035|protein disulfide oxidoreductase activity; GO:0005737|cytoplasm,,,,,,,,,,,,,,,,,,,,,,,,0.43087764,0.302356073,,
Tb927.8.560,0.951639971,,24.53191635,,3.47E-10,,16.98265736,9,0.008652202,Tb927.8.560,"hypothetical protein, conserved",1,GO:0005509|calcium ion binding; GO:0016021|integral component of membrane; GO:0005741|mitochondrial outer membrane,,,,0.972089787,0.852850193,0.830519264,0.701113025,0.48663547,0.268070171,,,,,,0.808158803,0.691859061,0.372142494,0.274659281,0.860420482,0.872956562,0.911763062,,0.887007209,0.762373551,0.683664009,0.390311328,0.323279076
Tb927.8.5600,0.934598514,,27.09404259,,1.08E-09,,18.75858796,10,0.033990366,Tb927.8.5600,"transaldolase, putative",1,GO:0006098|pentose-phosphate shunt; GO:0005737|cytoplasm; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0004801|sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; GO:0005975|carbohydrate metabolic process; GO:0020015|glycosome,0.942744846,0.924693066,0.925964715,0.912975248,0.953406034,0.846888766,0.743813898,0.464966261,0.308272181,0.93930999,,0.927940519,0.955851793,0.931137183,0.875404526,0.735014509,0.38430482,0.320269443,0.947946889,0.923041083,0.921605474,0.915253694,0.929667559,0.855668478,0.723017331,0.433786714,0.31431263
