protein_id,amplitude,amplitude_err,tau,tau_err,offset,offset_err,half_life,bins,exp_rmse,protein_groups,desc,used_for_analysis,GO,0h_A,05h_A,1h_A,2h_A,4h_A,8h_A,12h_A,0h_B,05h_B,1h_B,2h_B,4h_B,8h_B,12h_B,0h_C,05h_C,1h_C,2h_C,4h_C,8h_C,12h_C
Tb927.8.5980,0.871475494,,11.26402752,,1.70E-10,,7.767093508,10,0.018445473,Tb927.8.5980,"TFIIH basal transcription factor complex helicase subunit, putative",1,"GO:0006281|DNA repair; GO:0008026|ATP-dependent helicase activity; GO:0043139|5'-3' DNA helicase activity; GO:0016818|hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0003677|DNA binding; GO:0004003|ATP-dependent DNA helicase activity; GO:0005634|nucleus; GO:0003700|DNA-binding transcription factor activity; GO:0005524|ATP binding; GO:0005675|transcription factor TFIIH holo complex; GO:0006139|nucleobase-containing compound metabolic process; GO:0003676|nucleic acid binding; GO:0042789|mRNA transcription by RNA polymerase II",,,,0.722206711,0.625458128,0.420581256,0.389484886,,,0.908159012,0.731352597,0.622951578,0.475171301,0.275244424,,0.966751883,0.717770669,0.733431073,0.691802143,0.42165511,0.309211172
Tb927.8.5990,0.975172715,,5.520449299,,4.02E-09,,3.785948477,2,0.015573268,Tb927.8.5990,"NLE (NUC135) domain/WD domain, G-beta repeat, putative",1,GO:0005515|protein binding; GO:0005634|nucleus,,,0.805113343,0.703046666,0.462159543,0.261195483,0.144941953,,0.892804205,0.844670018,0.690078753,0.431238609,0.284705416,0.171056962,,0.886754964,0.748784729,0.685636107,0.446240139,0.176484614,
Tb927.8.600,,,,,,,,none,,Tb927.8.600,"Bucentaur or craniofacial development, putative",0,GO:0005634|nucleus; GO:0005739|mitochondrion; GO:0005654|nucleoplasm,,,,,0.680236194,0.612462218,,,,,,,0.479087726,0.275374808,,,,,0.583310438,,
Tb927.8.6000,0.679423485,0.023134782,0.635174483,0.048294408,0.120116856,0.020704244,0.511927992,1,0.007914686,Tb927.8.6000,"fatty acid desaturase, putative",1,GO:0006636|unsaturated fatty acid biosynthetic process; GO:0004768|stearoyl-CoA 9-desaturase activity; GO:0016021|integral component of membrane; GO:0006633|fatty acid biosynthetic process; GO:0006629|lipid metabolic process; GO:0016491|oxidoreductase activity,0.838534443,0.411512347,0.262406985,,,,,0.755941537,0.502123473,0.247166247,0.138964132,0.205496168,,,,0.408316157,0.271039139,,0.05886239,,
Tb927.8.6020,1.117740917,0.171208924,3.347069196,1.458060987,0.27467039,0.090029102,3.206905188,1,0.045632272,Tb927.8.6020,"hypothetical protein, conserved",1,none,,,,,0.582066804,0.397649444,0.262885573,,,,0.852192336,0.61907559,0.397876384,0.340810527,,,,0.93585147,0.371811685,0.351913718,0.229635336
Tb927.9.14000,0.99817002,0.065021908,7.48653254,1.30724092,0.003678048,0.069108218,5.176154885,4,0.022418143,Tb927.9.14000;Tb927.8.6030,"60S ribosomal protein L12, putative;60S ribosomal protein L12, putative",1,GO:0006412|translation; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0032403|protein-containing complex binding,0.99375003,0.937941283,0.90495761,0.77701508,0.550714353,0.326626002,0.208553648,0.982265084,0.941341178,0.922000926,0.797926361,0.581909676,0.323469217,0.205320324,0.985849035,0.966550328,0.913316591,0.816706708,0.554211867,0.338006925,0.204127963
Tb927.8.6050,0.905576916,0.05854825,6.562528198,1.159427629,0.151214492,0.065108246,5.696547488,6,0.028833154,Tb927.8.6050,"hypothetical protein, conserved",1,GO:0005635|nuclear envelope; GO:0005634|nucleus,,,0.942399526,0.823593117,0.669649777,0.39164448,0.244989083,,0.988451319,0.971757888,0.799533578,0.676674346,0.447205824,0.285559063,,0.992002352,0.991176592,0.798457411,0.754984865,0.399348257,0.308341681
Tb927.8.6060,0.969673036,0.265070557,10.46021211,6.112868193,1.85E-09,0.100668628,7.209931143,10,0.047341926,Tb927.8.6060,2-amino-3-ketobutyrate coenzyme A ligase,1,GO:0030170|pyridoxal phosphate binding; GO:0006567|threonine catabolic process; GO:0009058|biosynthetic process; GO:0008890|glycine C-acetyltransferase activity; GO:0020023|kinetoplast; GO:0005739|mitochondrion; GO:0005737|cytoplasm,0.916850411,0.88083229,0.852715072,0.8415575,0.743339765,0.496063407,0.299815864,0.906000637,0.873102575,0.889779857,0.849864363,0.728054287,0.475425143,0.305362826,0.89557793,0.903197486,0.862737797,0.864416678,0.743885076,0.49690939,0.302153775
Tb927.8.6070,1.008186658,,8.913523057,,6.66E-11,,6.137847965,7,0.024898586,Tb927.8.6070,Trypanosome basal body component protein,1,GO:0000331|contractile vacuole; GO:0036064|ciliary basal body; GO:0005634|nucleus; GO:0008092|cytoskeletal protein binding; GO:0010608|posttranscriptional regulation of gene expression; GO:0060271|cilium assembly,,0.948209372,0.782165069,0.835714692,0.594308789,0.413957857,0.296335724,0.958578279,0.862716973,0.917339918,0.813584515,0.612304676,0.409559947,0.263752362,1.024302572,,0.944511404,0.815293845,0.624055893,0.411539681,0.25343453
Tb927.8.6080,0.843374448,0.029236238,6.96275059,0.997659294,0.114763213,0.042586945,5.79556826,6,0.036333205,Tb927.8.6080,"Glycerophosphoryl diester phosphodiesterase family, putative",1,GO:0008081|phosphoric diester hydrolase activity; GO:0005741|mitochondrial outer membrane; GO:0010608|posttranscriptional regulation of gene expression; GO:0006629|lipid metabolic process; GO:0008889|glycerophosphodiester phosphodiesterase activity,0.92935986,0.882513977,0.821656666,0.735787257,0.620530979,0.37202412,0.310721733,0.748914685,0.848141266,0.873205736,0.728559098,0.596338997,0.35773064,0.26989158,0.923440119,0.945702895,0.861196249,0.758110807,0.629921748,0.379494486,0.262487863
Tb927.8.6090,1.142504642,0.032644544,1.462018528,0.19886038,0.040213825,0.026285673,1.023150657,1,0.016861473,Tb927.8.6090,"ubiquitin-protein ligase, putative",1,GO:0004842|ubiquitin-protein transferase activity; GO:0006464|cellular protein modification process,,0.856388184,0.632681869,0.312494983,,,,,0.844038813,0.64852689,0.311730953,0.114866488,,,,0.847067459,0.662065963,0.330351037,0.113739494,,
Tb927.8.610,0.948054399,,7.88204075,,2.83E-09,,5.422878934,5,0.011664727,Tb927.8.610,"hypothetical protein, conserved",1,GO:0035869|ciliary transition zone; GO:0005515|protein binding,0.949679111,0.881710614,0.844111812,0.745483403,0.550843801,0.359345182,0.212195525,0.98467099,0.833384977,0.813927908,0.766093783,0.567112817,0.355349352,0.205386819,0.890531407,0.903859498,0.863819695,0.730373461,0.567732403,0.374756323,0.207726439
Tb927.8.6100,,,,,,,,none,,Tb927.8.6100,"hypothetical protein, conserved",0,GO:0005737|cytoplasm,,,0.457043322,,,,,,,0.739715846,,,,,,,,0.39648937,,,
Tb927.8.6110,0.969462346,0.294452935,12.69116678,5.596168865,1.28E-09,0.091490623,8.756311079,10,0.034818852,Tb927.8.6110,"3-hydroxy-3-methylglutaryl-CoA synthase, putative",1,GO:0006696|ergosterol biosynthetic process; GO:0008299|isoprenoid biosynthetic process; GO:0003824|catalytic activity; GO:0020023|kinetoplast; GO:0005739|mitochondrion; GO:0008152|metabolic process; GO:0005737|cytoplasm; GO:0004421|hydroxymethylglutaryl-CoA synthase activity,0.94312451,0.909693121,0.873559798,0.840131614,0.713491796,0.47444938,0.315187499,0.930349098,0.915837471,0.899560313,0.84573869,0.717200845,0.462961802,0.31178619,0.941643844,0.933200476,0.887843016,0.836056764,0.720232905,0.493958933,0.292936322
Tb927.8.6130,0.981378876,0.037319357,4.432930154,0.566135727,0.230435226,0.030871731,4.202862838,2,0.010128882,Tb927.8.6130,"hypothetical protein, conserved",1,GO:0005654|nucleoplasm; GO:0005737|cytoplasm,,,,0.910845674,0.687988613,0.41324621,0.191431579,,,0.897186381,0.80715005,0.508629296,0.419006959,0.254260913,,,,,0.63085637,0.354432166,0.331196942
Tb927.8.6140,,,,,,,,none,,Tb927.8.6140,"Galactose oxidase, central domain/Kelch motif containing protein, putative",0,GO:0005515|protein binding,,0.726774392,0.437193377,0.245317504,,,,,0.651123064,0.526580774,0.221959959,,,,,0.732690968,0.423908036,0.185493866,,,
Tb927.8.6160,1.080142382,,7.932973684,,0,,5.458182931,5,0.027761734,Tb927.8.6160;Tb927.8.6150,"40S ribosomal protein S8, putative;40S ribosomal protein S8, putative",1,GO:0006412|translation; GO:0005840|ribosome; GO:0005622|intracellular; GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus; GO:0005737|cytoplasm,1.040752826,1.022199385,0.988397249,0.871936704,0.64921242,0.383147102,0.233744497,1.033271389,1.022425335,0.997383063,0.878522071,0.653779126,0.374956537,0.233175681,1.035321181,1.030845012,0.997841455,0.871203169,0.653126246,0.368326165,0.229641871
Tb927.8.6170,,,,,,,,none,,Tb927.8.6170,"transketolase, putative",0,GO:0006098|pentose-phosphate shunt; GO:0005737|cytoplasm; GO:0031981|nuclear lumen; GO:0003824|catalytic activity; GO:0097014|ciliary plasm; GO:0004802|transketolase activity; GO:0008152|metabolic process; GO:0020015|glycosome,,,0.50366325,,,0.487616577,,,,,0.714735957,,0.629672906,,,0.632146407,0.576084369,,,,
Tb927.9.14370,1.041847345,0.282057458,9.030957841,3.952288442,3.89E-10,0.053852442,6.219247557,7,0.059073634,Tb927.9.14370;Tb927.8.6180,"60S ribosomal protein L26, putative;60S ribosomal protein L26, putative",1,GO:0006412|translation; GO:0015934|large ribosomal subunit; GO:0003735|structural constituent of ribosome; GO:0005730|nucleolus; GO:0005737|cytoplasm,1.002866139,0.97727059,0.937299168,0.851823081,0.597784063,0.336878599,0.185010932,0.989836645,0.974402271,0.943374908,0.847828074,0.58684002,0.308982931,0.199016917,0.9960822,0.981398917,0.921193805,0.848111731,0.572263559,0.33458298,0.217826424
Tb927.8.620,0.972742271,0.12152953,9.540687879,2.611234328,3.44E-11,0.008099613,6.572565492,9,0.037273809,Tb927.8.620,KREPA3,1,"GO:0008270|zinc ion binding; GO:0016891|endoribonuclease activity, producing 5'-phosphomonoesters; GO:0020023|kinetoplast; GO:0016556|mRNA modification; GO:0031019|mitochondrial mRNA editing complex; GO:0000175|3'-5'-exoribonuclease activity; GO:0005739|mitochondrion; GO:0003676|nucleic acid binding; GO:0010038|response to metal ion",0.93872193,0.824499731,0.866943206,0.795656403,0.662385368,0.414902652,0.282939089,0.843275179,0.887430978,0.930911972,0.786024144,0.624529211,0.435186891,0.268493353,0.953251899,0.872466915,0.704098422,0.791230833,0.632309768,0.428951185,0.244066185
Tb927.8.6200,0.947642782,,8.862323499,,3.18E-10,,6.102359137,7,0.020204848,Tb927.8.6200,"tubulin folding cofactor D, putative",1,GO:0008017|microtubule binding; GO:0006457|protein folding; GO:0005737|cytoplasm; GO:0005488|binding,,0.815174994,0.795930895,0.780755011,0.617690572,0.381468915,0.23501083,0.909585746,0.996513349,0.91636101,0.790637808,0.618618693,0.412060882,0.241455105,0.928755674,0.885964547,0.810098978,0.803517698,0.655015322,0.370618848,0.245487381
Tb927.8.6210,,,,,,,,none,,Tb927.8.6210,"phosphatidylinositol 3-kinase, putative",0,"GO:0046854|phosphatidylinositol phosphorylation; GO:0005942|phosphatidylinositol 3-kinase complex; GO:0016773|phosphotransferase activity, alcohol group as acceptor; GO:0048015|phosphatidylinositol-mediated signaling; GO:0016303|1-phosphatidylinositol-3-kinase activity; GO:0005488|binding",,0.944393678,,0.844345484,0.610931935,0.297734969,,,,0.881645286,0.67236113,0.654670198,0.291416667,,,,,0.821024503,0.652402219,0.328029064,0.297981065
Tb927.8.6220,,,,,,,,none,,Tb927.8.6220,"Phosphorylated CTD interacting factor 1 WW domain containing protein, putative",0,GO:0005634|nucleus; GO:0005737|cytoplasm,,0.8421277,,0.861440506,0.674691661,0.414985501,0.296446848,,,,0.806463709,,0.459028241,0.212977481,,,,,0.620454639,0.423655922,
Tb927.8.6230,0.962876246,0.299574243,11.1591825,5.666051427,4.92E-09,0.093940778,7.694420529,10,0.022469742,Tb927.8.6230,"hypothetical protein, conserved",1,none,,0.918354057,0.864450836,0.844082443,0.687146282,0.45450989,0.317407934,1.00651046,0.911901218,0.894522095,0.845350478,0.696238801,0.448263327,0.278030348,0.964413131,0.91264168,0.873361862,0.831595047,0.669378615,0.473769022,0.302590299
Tb927.8.6240,1.015429215,0.441413384,10.45722603,7.229948216,1.47E-09,0.138034592,7.207861343,10,0.042662055,Tb927.8.6240,STOP axonemal protein,1,GO:0005930|axoneme; GO:0008017|microtubule binding; GO:0034453|microtubule anchoring,1.007474446,0.985576187,0.985825337,0.901992914,0.747163063,0.447875716,0.283846267,1.009386653,0.987258796,0.967636463,0.908676749,0.727525067,0.449901618,0.276436496,1.005831554,1.00013814,0.963224096,0.899049329,0.74904203,0.457863654,0.263208653
Tb927.8.6250,0.6698525,0.078625505,5.037665857,2.157782448,0.299513483,0.098610177,6.402166521,8,0.034039182,Tb927.8.6250,Nucleoporin NUP76,1,GO:0006406|mRNA export from nucleus; GO:0005634|nucleus; GO:0044612|nuclear pore linkers,,0.888215934,,,0.591889918,0.436132738,0.34928514,,0.944035683,0.85237131,0.735820811,0.575187173,0.480382152,0.303781596,,,0.944017894,0.68480564,0.721751344,0.502855778,0.364323518
Tb927.8.6260,,,,,,,,none,,Tb927.8.6260,"hypothetical protein, conserved",0,none,,,,,0.533719287,,,,,,,,,,,,,,,,
Tb927.8.6270,1.003715172,,7.187676656,,6.79E-10,,4.941582402,3,0.045668395,Tb927.8.6270,"hypothetical protein, conserved",1,none,0.901020645,0.821649523,0.871271507,0.758634584,0.619945995,0.321744696,0.223176746,0.970955523,0.930935166,0.843125663,0.763265746,0.607143696,0.32816867,0.236107464,0.906485221,0.808103815,0.868318299,0.767440544,0.580124093,0.329712327,0.199767448
Tb927.8.6280,,,,,,,,none,,Tb927.8.6280,"cyclophilin-type peptidyl-prolyl cis-trans isomerase, putative",0,GO:0003755|peptidyl-prolyl cis-trans isomerase activity; GO:0005634|nucleus; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0000413|protein peptidyl-prolyl isomerization; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,1.033535589,,,0.755311693,0.55411829,0.380942075,,,,,0.756682963,0.554448395,,,,,,0.721411412,0.563227074,,
Tb927.8.6290,1.03863629,,9.771657838,,1.12E-10,,6.732661669,9,0.047620561,Tb927.8.6290,"hypothetical protein, conserved",1,none,1.034099376,1.01901804,0.994306851,0.79675268,0.77563255,0.424652697,0.279078196,1.031618537,1.01537037,1.005385851,0.923153169,0.763434614,0.510775376,0.285763287,,1.026477046,0.993822131,0.621313149,0.757384021,0.507066983,0.278701571
Tb927.8.630,,,,,,,,none,,Tb927.8.630,"lipoyltransferase, putative",0,GO:0005739|mitochondrion; GO:0003824|catalytic activity; GO:0006464|cellular protein modification process,,1.015742197,,,0.76663561,0.569883959,0.395451452,,,,0.441659857,0.795415237,0.525261114,,,,,,,0.532652268,0.405666506
Tb927.8.6300,,,,,,,,none,,Tb927.8.6300,"hypothetical protein, conserved",0,none,,,,0.483340925,0.271810401,,,,,,0.444619394,0.278414661,0.09293336,,,,0.770939424,0.481891165,0.236229511,0.101526199,
Tb927.8.6310,,,,,,,,none,,Tb927.8.6310,"hypothetical protein, conserved",0,none,,0.705193978,,,0.578626284,0.324158373,,,,,0.878945747,0.62716875,0.396141373,,,,0.880167547,,0.684664014,,0.195509498
Tb927.8.6330,0.991623446,,7.990944617,,6.21E-10,,5.498365325,5,0.036900858,Tb927.8.6330,"WD domain, G-beta repeat/PFU (PLAA family ubiquitin binding), putative",1,GO:0005515|protein binding; GO:0005654|nucleoplasm; GO:0005737|cytoplasm,0.945924269,0.878397556,0.851388289,0.795952751,0.633808721,0.370086377,0.18957047,0.903577962,0.881934984,0.838916775,0.822062926,0.617809732,0.353898212,0.220787949,0.89798469,0.914201597,0.883021739,0.809377426,0.61668842,0.349754142,0.21527096
Tb927.8.6360,0.900340737,,8.677104354,,1.06E-09,,5.973975017,7,0.030734707,Tb927.8.6360,"SPRY domain containing protein, putative",1,GO:0005515|protein binding; GO:0005634|nucleus; GO:0005737|cytoplasm; GO:0008270|zinc ion binding,,0.794956881,0.659561272,0.724352281,0.563863771,0.280720588,,,0.810383924,0.81858149,0.738691773,0.57713107,0.339078208,0.23195728,0.84633943,0.842918494,0.768150405,0.758910768,0.564029949,0.36015074,0.215103415
Tb927.8.6370,,,,,,,,none,,Tb927.8.6370,Flagellar pocket collar protein 4,0,GO:0008017|microtubule binding; GO:0032403|protein-containing complex binding,,,,0.187393869,0.175914132,,,,,,0.270675488,,,,,,,0.267458421,,,
Tb927.8.6380,0.861959048,0.019093475,7.285142276,0.475005557,0.093939372,0.022163673,5.843042359,6,0.029753169,Tb927.8.6380,"hypothetical protein, conserved",1,GO:0005634|nucleus; GO:0005783|endoplasmic reticulum,,0.889066555,,0.804379157,0.5869109,0.247327285,0.256506953,,0.901908894,0.890198955,0.766600931,0.60349735,0.304182298,0.25642441,0.900919111,0.902633265,0.826743548,0.727652161,0.585053109,0.38395545,0.263789875
Tb927.8.6390,1.096605838,,8.523941089,,3.95E-11,,5.867810321,6,0.076554553,Tb927.8.6390,"lysophospholipase, putative",1,"GO:0005737|cytoplasm; GO:0031981|nuclear lumen; GO:0097014|ciliary plasm; GO:0016788|hydrolase activity, acting on ester bonds; GO:0020015|glycosome; GO:0016787|hydrolase activity",0.963313405,0.922007712,0.894858962,0.872990053,0.753900398,0.449051471,0.263719248,0.933464801,0.930071501,0.938755429,0.888904601,0.762033733,0.447272299,0.254659735,0.941872158,0.953936095,0.933114541,0.877361548,0.751001577,0.468995128,0.258586739
Tb927.8.640,1.122329116,0.095170561,5.937549984,1.065443341,0.09026633,0.052793009,4.568000566,3,0.037490351,Tb927.8.640,"Dpy-30 motif containing protein, putative",1,none,,,0.96903502,0.856895459,0.688757603,0.378467486,0.300406988,,,,0.785209105,0.688483405,0.38254128,0.236792644,,,,0.815423879,0.667869146,0.382584143,0.243081725
Tb927.8.6420,,,,,,,,none,,Tb927.8.6420,beta-ketoacyl-ACP reductase 2,0,GO:0005739|mitochondrion; GO:0004316|3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity; GO:0005737|cytoplasm; GO:0030497|fatty acid elongation,,,,0.351477153,0.428924928,0.33686889,0.185983338,,,,,0.33367037,,,,,,0.516209755,,0.247667866,
Tb927.8.6430,1.009912491,,9.318114691,,5.53E-12,,6.418289515,8,0.030940942,Tb927.8.6430,"hypothetical protein, conserved",1,GO:0005930|axoneme; GO:0035869|ciliary transition zone; GO:0005737|cytoplasm,0.965156951,0.959594387,0.901385119,0.830643054,0.639626047,0.418868017,0.212332591,0.974736981,0.947181175,0.930382533,0.836215369,0.648536309,0.371434009,0.238816194,0.962889125,0.970505118,0.946631776,0.837033994,0.626022676,0.3740943,0.224782256
Tb927.8.6440,1.045610477,,7.144499813,,1.05E-10,,4.911654491,3,0.021423729,Tb927.8.6440,"RNA-binding protein, putative",1,GO:0005634|nucleus; GO:0003723|RNA binding; GO:0003676|nucleic acid binding; GO:0005654|nucleoplasm; GO:0006396|RNA processing,1.032576262,0.987783279,0.923228309,0.809510342,0.579299139,0.342289332,0.242448901,1.025425835,0.994623289,0.970758893,0.801213887,0.592148109,0.338838863,0.204293869,1.008238054,0.970330453,0.967222385,0.830213009,0.604376814,0.341988535,0.183884474
Tb927.8.6450,0.704441412,0.058658767,0.569536559,0.087601895,0.11199579,0.006148893,0.442724643,1,0.040106566,Tb927.8.6450,inhibitor of cysteine peptidase,1,GO:0004866|endopeptidase inhibitor activity; GO:0030162|regulation of proteolysis,0.836075786,0.349999417,0.242440376,0.141482494,0.116658735,0.062191556,0.043721576,0.824686129,0.372586971,0.223538818,0.168658282,0.113482825,0.060571713,0.040498079,0.797976122,0.240169686,0.224904847,0.159905654,0.11281231,0.078016094,
Tb927.8.6460,0.919770587,0.498752425,12.11987674,9.660641072,1.20E-09,0.11371048,8.360322994,10,0.063388607,Tb927.8.6460,"kinase binding protein CGI-121, putative",1,GO:0005634|nucleus,0.909063569,0.999161723,0.956631095,0.828681642,0.713476925,0.414842308,0.260018558,0.917344709,0.926348571,0.898842023,0.882057349,0.685867555,0.449905692,0.235178696,,,,0.846548535,0.701255449,0.487046807,0.272446011
